"Name","Fund Type","Attribute Type","Attribute","Rating","NumCompanies","Avg % Return 3 yr"
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Products","Alcohol","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Products","Animal Welfare","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Products","Defense/Weapons","R",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Products","Gambling","--",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Products","Tobacco","X",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Social","Community Development","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Social","Diversity & EEO","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Social","Human Rights","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Social","Labor Relations","C",1,0.00
"PXLIX - Pax Large Cap Fund Intitutional","Equity Large Cap","Social","Sudan","R",1,0.00
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Environmental","Climate/Clean Technology","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Environmental","Environment","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Environmental","Pollution/Toxics","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Governance","Board Issues","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Governance","Executive Pay","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Products","Alcohol","--",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Products","Animal Welfare","--",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Products","Defense/Weapons","R",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Products","Gambling","--",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Products","Tobacco","R",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Social","Community Development","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Social","Diversity & EEO","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Social","Human Rights","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Social","Labor Relations","C",1,2.70
"PXNIX - Pax MSCI EAFE ESG Leaders Index Fund - Institutional Class","Int'l Global","Social","Sudan","--",1,2.70
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Environmental","Environment","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Governance","Board Issues","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Products","Alcohol","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Products","Defense/Weapons","X",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Products","Gambling","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Products","Tobacco","X",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Social","Community Development","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Social","Human Rights","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Social","Labor Relations","C",1,4.56
"PXSAX - Pax Small Cap Fund A","Equity Mid-Sm Cap","Social","Sudan","R",1,4.56
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Environmental","Environment","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Governance","Board Issues","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Products","Alcohol","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Products","Defense/Weapons","X",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Products","Gambling","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Products","Tobacco","X",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Community Development","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Human Rights","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Labor Relations","C",1,4.55
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Sudan","R",1,4.55
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Environment","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Governance","Board Issues","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Alcohol","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Defense/Weapons","X",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Gambling","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Tobacco","X",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Community Development","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Human Rights","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Labor Relations","C",1,4.82
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Sudan","R",1,4.82
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Climate/Clean Technology","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Environment","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Pollution/Toxics","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Governance","Board Issues","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Governance","Executive Pay","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Alcohol","--",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Animal Welfare","--",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Defense/Weapons","R",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Gambling","--",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Tobacco","R",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Community Development","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Diversity & EEO","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Human Rights","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Labor Relations","C",1,6.22
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Sudan","--",1,6.22
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Environment","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Governance","Board Issues","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Governance","Executive Pay","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Alcohol","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Animal Welfare","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Defense/Weapons","X",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Gambling","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Tobacco","X",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Community Development","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Diversity & EEO","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Human Rights","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Labor Relations","C",1,7.82
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Sudan","R",1,7.82
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Climate/Clean Technology","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Environment","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Pollution/Toxics","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Governance","Board Issues","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Governance","Executive Pay","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Alcohol","--",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Animal Welfare","--",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Defense/Weapons","R",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Gambling","--",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Tobacco","R",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Community Development","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Diversity & EEO","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Human Rights","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Labor Relations","C",1,6.45
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Sudan","--",1,6.45
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Climate/Clean Technology","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Environment","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Pollution/Toxics","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Governance","Board Issues","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Governance","Executive Pay","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Alcohol","X",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Animal Welfare","X",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Defense/Weapons","X",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Gambling","X",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Tobacco","X",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Community Development","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Diversity & EEO","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Human Rights","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Labor Relations","P",1,0.00
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Sudan","X",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C *",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Alcohol","X",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Animal Welfare","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Defense/Weapons","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Gambling","X",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Tobacco","X",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Climate/Clean Technology","C *",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Environment","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Pollution/Toxics","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Governance","Board Issues","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Governance","Executive Pay","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Alcohol","X",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Animal Welfare","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Defense/Weapons","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Gambling","X",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Tobacco","X",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Community Development","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Diversity & EEO","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Human Rights","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Labor Relations","C",1,0.00
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Sudan","--",1,0.00
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Climate/Clean Technology","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Environment","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Pollution/Toxics","R",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Governance","Board Issues","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Governance","Executive Pay","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Alcohol","--",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Animal Welfare","--",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Defense/Weapons","R",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Gambling","--",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Tobacco","R",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Community Development","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Diversity & EEO","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Human Rights","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Labor Relations","C",1,3.59
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Sudan","R",1,3.59
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Climate/Clean Technology","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Environment","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Pollution/Toxics","R",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Governance","Board Issues","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Governance","Executive Pay","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Alcohol","--",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Animal Welfare","--",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Defense/Weapons","R",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Gambling","--",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Tobacco","R",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Community Development","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Diversity & EEO","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Human Rights","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Labor Relations","C",1,3.76
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Sudan","R",1,3.76
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Climate/Clean Technology","C *",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Environment","C",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Pollution/Toxics","C",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Governance","Board Issues","C",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Governance","Executive Pay","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Alcohol","R",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Animal Welfare","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Defense/Weapons","R",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Gambling","R",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Tobacco","R",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Community Development","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Diversity & EEO","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Human Rights","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Labor Relations","--",1,6.22
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Sudan","--",1,6.22
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Climate/Clean Technology","C *",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Environment","C",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Pollution/Toxics","C",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Governance","Board Issues","C",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Governance","Executive Pay","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Alcohol","R",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Animal Welfare","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Defense/Weapons","R",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Gambling","R",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Tobacco","R",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Community Development","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Diversity & EEO","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Human Rights","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Labor Relations","--",1,5.42
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Sudan","--",1,5.42
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Climate/Clean Technology","C *",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Environment","C",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Pollution/Toxics","C",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Governance","Board Issues","C",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Governance","Executive Pay","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Alcohol","R",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Animal Welfare","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Defense/Weapons","R",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Gambling","R",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Tobacco","R",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Community Development","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Diversity & EEO","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Human Rights","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Labor Relations","--",1,6.50
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Sudan","--",1,6.50
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Climate/Clean Technology","C *",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Environment","C",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Pollution/Toxics","C",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Governance","Board Issues","C",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Governance","Executive Pay","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Alcohol","R",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Animal Welfare","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Defense/Weapons","R",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Gambling","R",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Tobacco","R",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Community Development","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Diversity & EEO","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Human Rights","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Labor Relations","--",1,6.22
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Sudan","--",1,6.22
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Climate/Clean Technology","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Environment","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Pollution/Toxics","R",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Governance","Board Issues","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Governance","Executive Pay","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Alcohol","--",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Animal Welfare","--",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Defense/Weapons","R",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Gambling","--",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Tobacco","R",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Community Development","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Diversity & EEO","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Human Rights","C",1,4.52
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Labor Relations","C",1,4.52
