"Name","Fund Type","Attribute Type","Attribute","Rating","Count","Avg % 3 yr","Avg % 1 yr","Avg % 5 yr","Avg % 10 yr","Mgmt Fee %","Exp Ratio %","AUM (US$ millions)"
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Labor Relations","C",1,4.55,7.42,13.06,0.00,0.75,1.19,821.23
"PXSCX - Pax Small Cap Fund - Individual Investor","Equity Mid-Sm Cap","Social","Sudan","R",1,4.55,7.42,13.06,0.00,0.75,1.19,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Environment","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Governance","Board Issues","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Alcohol","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Defense/Weapons","X",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Gambling","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Products","Tobacco","X",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Community Development","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Human Rights","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Labor Relations","C",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXSIX - Pax Small Cap Fund - Institutional Class","Equity Mid-Sm Cap","Social","Sudan","R",1,4.82,7.71,13.35,0.00,0.75,0.94,821.23
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Climate/Clean Technology","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Environment","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Environmental","Pollution/Toxics","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Governance","Board Issues","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Governance","Executive Pay","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Alcohol","--",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Animal Welfare","--",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Defense/Weapons","R",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Gambling","--",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Products","Tobacco","R",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Community Development","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Diversity & EEO","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Human Rights","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Labor Relations","C",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWEX - Pax Ellevate Global Women's Index Fund - Individual Investor","Equity Specialty","Social","Sudan","--",1,6.22,14.93,10.89,0.00,0.65,0.98,156.09
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Environment","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Governance","Board Issues","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Governance","Executive Pay","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Alcohol","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Animal Welfare","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Defense/Weapons","X",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Gambling","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Products","Tobacco","X",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Community Development","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Diversity & EEO","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Human Rights","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Labor Relations","C",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWGX - Pax ESG Beta Quality Fund - Individual Investor","Equity Large Cap","Social","Sudan","R",1,7.82,14.29,12.59,7.02,0.65,1.07,199.53
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Climate/Clean Technology","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Environment","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Environmental","Pollution/Toxics","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Governance","Board Issues","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Governance","Executive Pay","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Alcohol","--",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Animal Welfare","--",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Defense/Weapons","R",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Gambling","--",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Products","Tobacco","R",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Community Development","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Diversity & EEO","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Human Rights","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Labor Relations","C",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"PXWIX - Pax Ellevate Global Women's Index Fund - Institutional Class","Equity Specialty","Social","Sudan","--",1,6.45,15.19,11.15,0.00,0.65,0.74,156.09
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Climate/Clean Technology","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Environment","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Environmental","Pollution/Toxics","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Governance","Board Issues","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Governance","Executive Pay","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Alcohol","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Animal Welfare","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Defense/Weapons","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Gambling","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Products","Tobacco","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Community Development","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Diversity & EEO","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Human Rights","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Labor Relations","P",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"REDWX - Aspiration Redwood Fund","Equity Large Cap","Social","Sudan","X",1,0.00,24.05,0.00,0.00,2.00,0.00,32.78
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C *",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Alcohol","X",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Animal Welfare","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Defense/Weapons","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Gambling","X",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Products","Tobacco","X",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Community Development","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEBFX - Saturna Sustainable Bond Fund","Bond (Fixed Inc)","Social","Sudan","--",1,0.00,3.95,0.00,0.00,0.55,0.89,20.22
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Climate/Clean Technology","C *",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Environment","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Environmental","Pollution/Toxics","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Governance","Board Issues","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Governance","Executive Pay","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Alcohol","X",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Animal Welfare","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Defense/Weapons","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Gambling","X",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Products","Tobacco","X",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Community Development","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Diversity & EEO","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Human Rights","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Labor Relations","C",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SEEFX - Saturna Sustainable Equity Fund","Int'l Global","Social","Sudan","--",1,0.00,12.57,0.00,0.00,0.65,0.99,4.65
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Climate/Clean Technology","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Environment","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Environmental","Pollution/Toxics","R",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Governance","Board Issues","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Governance","Executive Pay","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Alcohol","--",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Animal Welfare","--",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Defense/Weapons","R",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Gambling","--",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Products","Tobacco","R",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Community Development","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Diversity & EEO","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Human Rights","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Labor Relations","C",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESIX - 1919 Socially Responsive Balanced Fund - B","Balanced","Social","Sudan","R",1,3.59,9.02,6.77,4.31,0.64,2.39,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Climate/Clean Technology","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Environment","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Environmental","Pollution/Toxics","R",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Governance","Board Issues","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Governance","Executive Pay","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Alcohol","--",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Animal Welfare","--",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Defense/Weapons","R",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Gambling","--",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Products","Tobacco","R",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Community Development","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Diversity & EEO","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Human Rights","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Labor Relations","C",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SESLX - 1919 Socially Responsive Balanced Fund - C","Balanced","Social","Sudan","R",1,3.76,9.50,7.07,4.61,0.64,1.98,121.37
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Climate/Clean Technology","C *",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Environment","C",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Environmental","Pollution/Toxics","C",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Governance","Board Issues","C",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Governance","Executive Pay","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Alcohol","R",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Animal Welfare","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Defense/Weapons","R",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Gambling","R",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Products","Tobacco","R",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Community Development","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Diversity & EEO","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Human Rights","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Labor Relations","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRIAX - Gabelli ESG Fund Inc A","All Cap","Social","Sudan","--",1,6.22,8.09,10.01,6.82,1.00,1.68,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Climate/Clean Technology","C *",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Environment","C",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Environmental","Pollution/Toxics","C",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Governance","Board Issues","C",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Governance","Executive Pay","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Alcohol","R",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Animal Welfare","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Defense/Weapons","R",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Gambling","R",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Products","Tobacco","R",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Community Development","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Diversity & EEO","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Human Rights","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Labor Relations","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRICX - Gabelli ESG Fund Inc C","All Cap","Social","Sudan","--",1,5.42,7.27,9.18,6.01,1.00,2.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Climate/Clean Technology","C *",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Environment","C",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Environmental","Pollution/Toxics","C",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Governance","Board Issues","C",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Governance","Executive Pay","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Alcohol","R",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Animal Welfare","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Defense/Weapons","R",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Gambling","R",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Products","Tobacco","R",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Community Development","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Diversity & EEO","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Human Rights","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Labor Relations","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
"SRIDX - Gabelli ESG Fund Inc I","All Cap","Social","Sudan","--",1,6.50,8.41,10.27,7.06,1.00,1.43,67.02
